Organization Name,Organization Name URL,Growth Category,Postal Code,Full Description,Actively Hiring,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Investments,Founders,IPO Status,CB Rank (Organization),CB Rank (School),Last Funding Date,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Industry Groups,Investment Stage,Headquarters Regions,Website,LinkedIn,Contact Email,Number of Employees
Sublime Energie,https://www.crunchbase.com/organization/sublime-energie,Growing,75006,"SUBLIME Energie is a company that enables the creation of local supply chains for bioNGV and bioCO 2  and provides access to the methanizable biomass deposit from small farms located far from the networks. Their services include transport, purification, and conditioning of biogas.",,"Biomass Energy, Energy, Transportation","Paris, Ile-de-France, France",Sublime Energie provides transportation of biogas services.,"45,595",2019-01-01,year,,,Private,"46,774",,2024-03-11,3,Early Stage Venture,11500000,EUR,12570243,Series A,11500000,EUR,12570243,11500000,EUR,12570243,Series A,11500000,EUR,12570243,"Creative Destruction Lab (CDL), AGORANOV, Crédit Mutuel Impact",3,"Energy, Natural Resources, Sustainability, Transportation",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",http://www.sublime-energie.com/,https://www.linkedin.com/company/sublime-energie/about/,,1-10
Mirna,https://www.crunchbase.com/organization/mirna,,EH47 0SH,Mirna is a veterinary diagnostics company that specializes in the development of veterinary disease testing technology.,,"Health Diagnostics, Pet, Veterinary","Whitburn, West Lothian, United Kingdom",Mirna is a veterinary diagnostics company that specializes in the development of veterinary disease testing technology.,"45,676",2019-01-01,year,,,Private,"46,856",,2024-07-02,4,Early Stage Venture,3200000,GBP,4042415,Series A,5031057,USD,5031057,3200000,GBP,4042415,Series A,4538412,USD,4538412,"Scottish Enterprise, Leap Venture Studio, Equity Gap, Novaquest Capital Management, Michelson Impact Ventures",11,"Community and Lifestyle, Health Care",,"Europe, Middle East, and Africa (EMEA)",https://mirna-diagnostics.com/,https://www.linkedin.com/company/mi-rna-diagnostics/,,1-10
SEEDERAL Technologies,https://www.crunchbase.com/organization/seederal-technologies,,35000,"Seederal Technologies is a manufacturer of agriculture, construction, and mining machinery. Seederal Technologies designs tractors capable of delivering 160 horsepower using an electric motor. Their agricultural tractors reduce the cost of ownership for the farmer.",,"Machinery Manufacturing, Manufacturing","Verny, Lorraine, France",Seederal Technologies is an agricultural machinery manufacturing company that produces electric tractors.,"45,733",2020-01-01,year,,,Private,"46,916",,2024-04-25,3,Early Stage Venture,7100000,EUR,7615991,Series A,12000000,EUR,12861538,7100000,EUR,7615991,Series A,8300000,EUR,8892641,"Kima Ventures, Epopée Gestion, Supernova Invest, Ankaa Ventures, Unigrains",9,Manufacturing,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://seederal.fr/,https://www.linkedin.com/company/seederal-technologies/,,1-10
Neurescue,https://www.crunchbase.com/organization/neurescue,Growing,2300,"Neurescue, a medical device manufacturer based in Denmark, is developing cardiovascular devices to help emergency patients. Neurescue’s first product, the safeREBOA device, is the first computer-aided aortic occlusion catheter. Our future goal is to enable the potential clinical utility of further intelligent procedures.",,"Biotechnology, Health Care, Medical Device","Copenhagen, Hovedstaden, Denmark","Neurescue, a medical device manufacturer based in Denmark, is developing cardiovascular devices to help emergency patients.","45,949",2014-01-01,year,,"Bjorn Broby Glavind, Habib Frost",Private,"47,142",,2024-02-02,4,Early Stage Venture,50000000,DKK,7236414,Series A,76000000,DKK,10939696,50000000,DKK,7236414,Series A,76000000,DKK,10939696,"West Hill Capital, Seed Capital, Nina Capital",3,"Biotechnology, Health Care, Science and Engineering",,"European Union (EU), Nordic Countries, Scandinavia",http://www.neurescue.com/,https://www.linkedin.com/company/neurescue,habib@neurescue.com,11-50
NeoCem,https://www.crunchbase.com/organization/neocem,Growing,59320,"NeoCem creates, manufactures, and promotes a variety of low-carbon cements for the building industry. They have developed a novel procedure that permits the utilization of raw materials sourced from recovery sectors.",,"Building Material, CleanTech, Construction, Manufacturing","Hallennes-lez-haubourdin, Nord-Pas-de-Calais, France","NeoCem creates, manufactures, and promotes a variety of low-carbon cements for the building industry.","46,266",2021-01-01,year,,,Private,"47,499",,2024-01-11,1,Early Stage Venture,23000000,EUR,25259625,Series A,23000000,EUR,25259625,23000000,EUR,25259625,Series A,23000000,EUR,25259625,"Bpifrance, Nord France Amorcage, Crédit Agricole Nord de France, Finorpa, La Banque Postale",8,"Manufacturing, Real Estate, Sustainability",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,https://www.linkedin.com/company/neocem,,1-10
Skysun,https://www.crunchbase.com/organization/skysun-eecb,,,Skysun is a financial institution that provides financial solutions and services to the solar energy sector.,,"Energy, Finance, Financial Services, Solar","Genappe, Brabant Wallon, Belgium",Skysun is a financial institution that provides financial solutions and services to the solar energy sector.,"46,289",2017-01-01,year,,Arthur Dawans,Private,"47,522",,2024-09-10,1,Early Stage Venture,17000000,EUR,18734558,Series A,17000000,EUR,18734558,17000000,EUR,18734558,Series A,17000000,EUR,18734558,"Andera Partners, WE International",2,"Energy, Financial Services, Natural Resources, Sustainability",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.skysun.eu,https://www.linkedin.com/company/skysun.be,info@skysun.be,1-10
Spotta,https://www.crunchbase.com/organization/spotta,Growing,CB5 8LP,"Spotta is the creator of an ultra-low-power insect monitoring sensor for detecting bed bug infestations. The company's sensor is battery-powered, allowing users to be notified whenever bed bugs are detected and analyzing the detection to ensure users are only notified about genuine incidents, allowing customers to prevent bed bugs from entering the room and make treatment easier and less expensive.",,"Hospitality, Housekeeping Service, Pet","Cambridge, Cambridgeshire, United Kingdom",Spotta is the creator of an ultra-low-power insect monitoring sensor meant to identify bed bug infestations.,"46,627",2018-01-01,year,,"Neil D'Souza-Mathew, Robert Fryers",Private,"47,852",,2023-12-15,2,Early Stage Venture,3000000,GBP,3807000,Series A,4978878,USD,4978878,3000000,GBP,3807000,Series A,4978878,USD,4978878,"The Yield Lab, Martlet Capital, ACF Investors, Cambridge Angels group, Romulus Capital",10,"Administrative Services, Community and Lifestyle, Travel and Tourism",,"Europe, Middle East, and Africa (EMEA)",https://spotta.co,https://www.linkedin.com/company/spottapest,info@spotta.co,11-50
FELS Group - FollowMyMoney,https://www.crunchbase.com/organization/fels-group,,65779,"FELS is operating the leading marketplace for social wealth management - FollowMyMoney.de - supplying over 20K investment products (incl. stocks, ETFs, active fonds, bonds, derivatives, commodities, industrial metals & rare earths, crypto) at low B2B pricing. The FELS trader cloud is a network of superb investment professionals - often wealth and asset managers who successfull invested&traded over €100M each - and who are generating specific trading recommendations and strategies, which users can subscribe to or trade on their own. The FELS strategies are automating the investment process across traders and recommendations to achieve various pre-defined investment goals.",,"Asset Management, Finance, Financial Services, FinTech, Marketplace, Trading Platform, Wealth Management","Frankfurt, Hessen, Germany",FELS operates the leading marketplace for digital wealth management strategies - FollowMyMoney,"48,443",2018-07-01,day,,Jens Labusch,Private,"49,716",,2023-12-01,4,Early Stage Venture,3000000,EUR,3267775,Series A,16000000,EUR,17657964,3000000,EUR,3267775,Series A,16000000,EUR,17657964,,,"Commerce and Shopping, Financial Services, Lending and Investments",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://followmymoney.de/,https://www.linkedin.com/company/fels-group/,info@fels-group.de,51-100
Tacto,https://www.crunchbase.com/organization/tacto-e620,,,"Tacto revolutionizes procurement with its cloud-based software, building future-proof supply chains for industrial organizations. As the central hub connecting these organizations with their supplier base, Tacto streamlines procurement processes, ensures compliant supply chains and enables efficient material sourcing at optimal conditions. Automating manual processes, Tacto's platform ensures regulatory compliance with supply chain acts. Its AI identifies cost-saving opportunities by analyzing price fluctuations in key cost drivers and comparing them to actual procurement spend. Navigating the supplier landscape can be a daunting task, particularly for industrial SMEs. Tacto eliminates the challenges by empowering our customers to move away from outdated methods like email and spreadsheets. The intelligent platform provides a seamless and transparent experience, simplifying all aspects of supplier management - digital, efficient & sustainable.",,"Artificial Intelligence (AI), Enterprise Software, Industrial, Machine Learning, Procurement, SaaS, Software","Munich, Bayern, Germany","Tacto optimizes procurement, ensuring compliance, sustainability, and efficient material sourcing for mid-sized industrial firms.","48,833",2020-01-01,day,,"André Petry, Johannes Groll, Nico Bentenrieder",Private,"50,135",,2023-12-11,3,Early Stage Venture,50000000,EUR,53826818,Series A,56300000,EUR,60854283,50000000,EUR,53826818,Series A,56300000,EUR,60854283,"Sequoia Capital, Cherry Ventures, Index Ventures, Michael Wax, Hanno Renner",9,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software, Transportation",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://tacto.ai,https://www.linkedin.com/company/tactotechnology,hello@tacto.ai,11-50
Reverse Contact,https://www.crunchbase.com/organization/reverse-contact,,75005,"Reverse Contact is a reverse email lookup tool designed for business applications. It helps users convert email addresses into comprehensive LinkedIn data, enriching CRM systems and identifying business opportunities behind personal and professional email addresses. The service automates the process of gathering professional information and company-related data from email addresses, streamlining lead generation and contact management. Reverse Contact is GDPR compliant and uses proprietary OSINT algorithms for data retrieval, ensuring data accuracy and compliance. Reverse Contact aims to enhance lead data knowledge, making it easier for businesses to connect with valuable contacts.",,"Data Mining, SaaS, Software","Paris, Ile-de-France, France",Turn Emails into B2B Data,"49,228",2020-01-01,year,,,Private,"50,539",,2023-12-11,1,Early Stage Venture,10000000,USD,10000000,Series A,10000000,USD,10000000,10000000,USD,10000000,Series A,10000000,USD,10000000,Private Investors,1,"Data and Analytics, Information Technology, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.reversecontact.com/,https://www.linkedin.com/company/reverse-contact/,hello@visum.run,11-50
Enalees,https://www.crunchbase.com/organization/enalees,,91000,Enalees develops molecular diagnostic tests for pets that can be used directly by veterinarians.,,"Health Diagnostics, Veterinary","Évry, Ile-de-France, France",Enalees develops molecular diagnostic tests for pets that can be used directly by veterinarians.,"49,270",2016-01-01,year,,,Private,"50,560",,2024-07-27,2,Early Stage Venture,15000000,EUR,16307255,Series A,15500000,EUR,16801462,15000000,EUR,16307255,Series A,15000000,EUR,16307255,Bpifrance,1,Health Care,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.enalees.com/,https://www.linkedin.com/company/enalees,contact@enalees.com,1-10
Lapse,https://www.crunchbase.com/organization/lapse,Growing,,Lapse is a social disposable camera app. The app lets close groups recreate the magic of old-school disposable cameras by taking 36 snaps to ‘rolls’ in private group chats.,,"Apps, Mobile, Social","London, England, United Kingdom",Lapse is a social disposable camera app.,"49,558",2017-01-01,year,,"Ben Silvertown, Dan Silvertown",Private,"50,865",,2024-02-27,5,Early Stage Venture,30000000,USD,30000000,Series A,42346999,USD,42346999,30000000,USD,30000000,Series A,42346999,USD,42346999,"Google Ventures, Octopus Ventures, Redbus Ventures, DST Global, Speedinvest",21,"Apps, Community and Lifestyle, Mobile, Software",,"Europe, Middle East, and Africa (EMEA)",https://beta.lapse.app/,https://www.linkedin.com/company/getlapse/,,1-10
BLAINE Box,https://www.crunchbase.com/organization/blaine-box,,,"BLAINE Box is an online sales florist born in Barcelona that is trying to modernize the way the consumer has of receiving fresh flowers at home. Our differentiating point is that we incorporate into our bouquets an elegant customizable round box that contains a hydration system inside, allowing the client not to have to look for a vase or worry about putting water. We ship bouquets throughout Spain in 24 hours and we guarantee that our bouquets last more than 7 days with this system.",,"E-Commerce, Flowers, Information Technology, Internet","Barcelona, Catalonia, Spain",BLAINE Box is an online sales florist born in Barcelona that is trying to modernize the way the consumer has of receiving fresh flowers.,"49,562",2019-01-01,year,,"Carles Grau, Carol Frau, Óscar Gallego",Private,"50,877",,2024-03-05,3,Early Stage Venture,2300000,EUR,2496855,Series A,3320000,EUR,3679544,2300000,EUR,2496855,Series A,3320000,EUR,3679544,"ENISA, Draper B1, Archipelago Next",3,"Commerce and Shopping, Consumer Goods, Information Technology, Internet Services",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://blainebox.com/,https://in.linkedin.com/company/blaine-box,,11-50
Qdrant,https://www.crunchbase.com/organization/qdrant,Growing,10115,"Qdrant is an open-source vector database written in Rust. It deploys as an API service providing a search for the nearest high-dimensional vectors. With Qdrant, embeddings or neural network encoders can be turned into full-fledged applications for matching, searching, recommending, and much more. Also, available as a managed cloud solution. With Qdrant, users can take the most out of their unstructured data.",,"Artificial Intelligence (AI), Big Data, Cloud Data Services, Open Source, Search Engine, Software","Berlin, Berlin, Germany",Qdrant is an open-source vector search engine and database for next-generation AI applications.,"49,811",2021-10-29,day,,"Andre Zayarni, Andrey Vasnetsov",Private,"51,130",,2024-01-23,3,Early Stage Venture,28000000,USD,28000000,Series A,37788073,USD,37788073,28000000,USD,28000000,Series A,37788073,USD,37788073,"IBB Ventures, Spark Capital, Unusual Ventures, 42CAP, Mücke Roth & Company",6,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://qdrant.tech,https://www.linkedin.com/company/qdrant,info@qdrant.com,11-50
